Timestamp,Source IP,Destination IP,Query Name,Query Type,Response Code,TTL,Transaction ID,Query Volume,Anomaly Flag,DNS Proxy Name,Comment,Unused Data 1,Unused Data 2,Log Source,Empty Field
2024-01-01 07:17:48.226822682,70.23.250.62,100.235.7.83,higgins.com,AAAA,NOERROR,50669,7772,367,0,Leonard-Stone,Total response deal price.,8.294667857552074,commercial,splunk,treat
2024-01-01 07:39:41.638163816,211.117.174.244,71.231.125.166,sanders.org,A,NXDOMAIN,43884,5486,8,0,Wu LLC,Use really debate.,21.28562433200597,American,splunk,
2024-01-01 08:01:35.049504950,95.54.61.71,139.125.2.50,stanton.com,CNAME,NXDOMAIN,62246,38740,7,0,Cole LLC,Fire fish son.,42.001153811411825,material,splunk,husband
2024-01-01 08:23:28.460846084,55.149.138.165,43.95.192.106,stark.com,A,NXDOMAIN,72456,35924,879,0,Maldonado-Campbell,By party decision down adult.,89.9036418770751,listen,datadog,federal
2024-01-01 08:45:21.872187218,113.246.233.163,164.34.31.37,green-williams.com,A,NXDOMAIN,52963,52619,787,0,Gilbert Inc,Day tax democratic run.,78.94327956826059,Republican,syslog,
2024-01-01 09:07:15.283528352,203.177.76.162,114.152.206.216,bush.com,TXT,SERVFAIL,75655,39001,144,0,Charles-Parker,Successful poor surface hundred race religious another tend.,84.22385684899382,worry,splunk,
2024-01-01 09:29:08.694869486,87.157.77.68,114.240.227.242,willis.com,MX,NXDOMAIN,61764,13817,26,0,Reed PLC,Resource glass main fact order Democrat.,36.00899426182519,pretty,splunk,job
2024-01-01 09:51:02.106210621,148.35.81.145,103.176.23.68,thomas.org,AAAA,NOERROR,14768,61119,681,0,"Cox, Gardner and Johnson",Page interest arm about book personal.,53.530282585401046,modern,splunk,
2024-01-01 10:12:55.517551755,8.136.100.144,177.86.86.156,hammond.com,MX,NXDOMAIN,56120,33200,391,0,"Baldwin, Case and Delacruz",Decision sure at movie beat seek east.,40.56328680532825,easy,splunk,
2024-01-01 10:34:48.928892889,13.13.143.117,18.18.232.136,aguirre.info,A,SERVFAIL,21988,32267,140,0,Dennis-Stevens,Right home ten top.,19.863903623435675,decide,syslog,inside
2024-01-01 10:56:42.340234023,194.94.130.87,131.186.204.49,cummings-graham.com,MX,NOERROR,1308,29899,8,0,West-Long,Other record eye prove have view drive.,0.18868028138009363,million,syslog,
2024-01-01 11:18:35.751575157,143.235.82.53,19.61.214.229,jackson.org,A,SERVFAIL,65677,23567,431,0,Mitchell LLC,Reach laugh its.,43.985668652783886,close,splunk,
2024-01-01 11:40:29.162916291,181.216.207.18,29.94.254.35,anderson.org,CNAME,SERVFAIL,56589,38146,922,0,Richardson-Bonilla,Blue value necessary western main executive.,20.153171625533272,effort,datadog,war
2024-01-01 12:02:22.574257425,132.163.20.229,86.144.222.179,jones.com,MX,SERVFAIL,32856,43689,140,0,Kelly PLC,Exist build act whose little.,75.61508747861384,yard,splunk,
2024-01-01 12:24:15.985598559,27.41.80.239,175.21.236.68,alvarado-andrade.com,CNAME,SERVFAIL,2018,49684,132,0,"Butler, Salas and Bentley",Next picture somebody address live reality nothing.,18.462592511873567,myself,splunk,exactly
2024-01-01 12:46:09.396939693,63.91.32.1,126.45.89.123,ortiz-brown.com,MX,NOERROR,51124,35946,774,0,"Coleman, Savage and Weber",If three case true several measure.,76.12552393104387,center,splunk,
2024-01-01 13:08:02.808280828,197.143.87.121,105.242.211.108,copeland.net,MX,SERVFAIL,44625,13926,522,0,Silva-Reynolds,Place car inside teach last fact study.,28.43207078475787,street,splunk,similar
2024-01-01 13:29:56.219621962,215.172.235.206,131.67.155.35,gonzalez-rivera.com,AAAA,SERVFAIL,79067,12562,604,0,"Hopkins, House and Schultz",Section live play continue figure major unit.,73.37289086488778,official,splunk,cause
2024-01-01 13:51:49.630963096,110.128.71.113,21.29.100.121,molina.biz,CNAME,NXDOMAIN,8754,5332,930,0,King PLC,Throughout game standard education mouth.,14.96686354587382,technology,splunk,
2024-01-01 14:13:43.042304230,101.151.48.184,125.209.209.181,miller.com,MX,NOERROR,32654,10581,696,0,Johnson-Moore,Official staff decade response house.,2.7245314559048217,ten,splunk,
2024-01-01 14:35:36.453645364,158.95.100.255,217.142.70.213,lang-burke.com,TXT,SERVFAIL,51051,25183,705,0,Williams-Farley,Happy adult ten the strategy.,65.57048319438621,possible,splunk,education
2024-01-01 14:57:29.864986498,7.143.27.206,209.237.211.71,burke-joyce.com,AAAA,NOERROR,23705,30036,617,0,Pugh and Sons,Member wish buy race.,9.245847169867483,worker,splunk,
2024-01-01 15:19:23.276327632,208.188.94.142,162.116.196.147,delgado.com,A,NOERROR,80845,22692,5,0,"Olsen, Rivera and King",Live leg eight stop listen sister article.,0.8490813754010507,conference,syslog,
2024-01-01 15:41:16.687668766,179.168.26.229,30.3.132.101,little.com,CNAME,NOERROR,21316,26105,556,0,"Phelps, Perry and Fowler",Final learn entire prove hospital.,93.44503295836967,analysis,syslog,
2024-01-01 16:03:10.099009900,184.152.166.229,2.117.63.210,williams.com,TXT,SERVFAIL,9021,54274,629,0,Douglas-Nelson,Check operation few maintain decide ago appear.,42.15748483887442,put,syslog,
2024-01-01 16:25:03.510351035,218.0.106.0,95.4.244.164,stone-nelson.com,A,NOERROR,66334,47620,790,0,Oliver-Riley,Hear various little while major close.,48.65569302777105,current,datadog,
2024-01-01 16:46:56.921692169,135.96.229.33,113.43.185.182,romero.com,CNAME,NOERROR,80799,39069,75,0,Horton and Sons,Hard include end treatment or risk character fear.,27.85609686390551,anything,syslog,hit
2024-01-01 17:08:50.333033303,174.229.131.103,60.219.229.107,velasquez-phillips.org,A,SERVFAIL,42284,62525,597,0,Griffin PLC,Development Congress people many without why.,0.6525273833741019,policy,syslog,
2024-01-01 17:30:43.744374437,129.160.72.173,155.233.120.211,lloyd-sanchez.info,MX,NOERROR,71764,6711,86,0,"Mullins, Simmons and Krueger",Mention sense right thing report property south.,20.780470775916548,cause,datadog,
2024-01-01 17:52:37.155715571,141.18.197.174,40.185.247.7,price.com,AAAA,NXDOMAIN,36504,18366,177,0,Ortega and Sons,Measure bring relate window drug section different husband.,52.53541243679781,specific,syslog,student
2024-01-01 18:14:30.567056705,170.126.83.238,63.49.64.171,jackson.com,TXT,SERVFAIL,7210,55370,81,0,"Jackson, Campbell and Miranda",Dark will fish special.,6.676756884748225,then,datadog,together
2024-01-01 18:36:23.978397839,102.209.197.164,77.99.198.71,cole.com,CNAME,SERVFAIL,78189,62019,950,0,"Blake, Shaw and Blankenship",Receive rather yet your a.,60.68594235710225,theory,syslog,
2024-01-01 18:58:17.389738973,164.183.83.123,207.28.156.220,williams.biz,TXT,NOERROR,37491,9204,571,0,Martinez-Moreno,Above political with exist man get situation.,45.3056742395625,policy,datadog,again
2024-01-01 19:20:10.801080108,154.19.189.189,120.48.32.74,perez-mercer.com,TXT,NOERROR,79224,22906,607,0,Rodriguez-Horton,Low near cut.,10.366363585497684,western,datadog,
2024-01-01 19:42:04.212421242,202.209.57.210,9.163.126.117,klein-pierce.info,A,NXDOMAIN,12726,26108,785,0,"Smith, Clark and White",Kitchen eight ok.,57.921942111131706,degree,splunk,
2024-01-01 20:03:57.623762376,15.223.41.196,79.59.21.129,gibson.com,TXT,NOERROR,58697,26898,345,0,Hill and Sons,Food medical politics loss we audience worker sense.,8.918899756738806,again,splunk,
2024-01-01 20:25:51.035103510,54.187.42.151,84.139.149.119,johnson-daugherty.net,MX,NXDOMAIN,51230,52569,534,0,"Arnold, Cain and Castro",Also science chair film mention why receive nor.,58.80645808652344,many,datadog,
2024-01-01 20:47:44.446444644,148.47.30.98,195.90.90.180,bell-black.com,CNAME,NOERROR,51114,56871,727,0,Nielsen-Harris,Man source large discover.,21.686237936592622,per,splunk,
2024-01-01 21:09:37.857785778,119.214.138.85,179.216.203.4,kelley.com,CNAME,NXDOMAIN,78330,5993,411,0,"Pacheco, Boyd and Griffin",Product mind surface rich matter fear tell clear.,88.66087600500893,share,splunk,
2024-01-01 21:31:31.269126912,39.77.107.86,6.163.230.8,hernandez-short.com,CNAME,SERVFAIL,38715,17945,872,0,Miller-Johnson,Fly offer raise people.,13.209953123150232,consider,syslog,
2024-01-01 21:53:24.680468046,156.58.192.127,199.230.11.233,west.com,TXT,NXDOMAIN,40460,48557,575,0,"Peck, Brown and Hoffman",Pretty perform everybody house war along.,62.92914026019599,nor,splunk,
2024-01-01 22:15:18.091809180,94.141.32.99,177.235.240.36,johnson-roberts.info,CNAME,SERVFAIL,32966,56033,669,0,Martinez-Brown,Go enjoy floor election.,13.23102543789042,sure,syslog,
2024-01-01 22:37:11.503150315,176.177.14.16,61.172.241.53,campbell.com,CNAME,NXDOMAIN,79942,47214,9,0,Reeves Group,Leave job side dog number drug what image.,10.385530990281666,view,splunk,study
2024-01-01 22:59:04.914491449,76.113.9.234,134.35.51.25,medina-pratt.com,MX,NXDOMAIN,56813,25929,696,0,Frank-Pierce,War rate hospital exactly certain face window whom.,1.6866971079593451,investment,datadog,
2024-01-01 23:20:58.325832583,134.188.134.88,42.203.119.100,ward.biz,MX,NXDOMAIN,42244,60258,462,0,"Mcknight, Rose and Higgins",Most figure weight a effort arrive.,15.342268094860035,true,splunk,
2024-01-01 23:42:51.737173717,50.120.221.38,159.63.139.188,james.net,AAAA,SERVFAIL,21782,12279,393,0,"Jones, Perez and Bartlett",Pattern responsibility evening consumer support growth.,19.545492823715517,protect,datadog,five
2024-01-02 00:04:45.148514851,181.198.39.190,83.156.29.244,phelps-merritt.com,CNAME,SERVFAIL,71437,21371,797,0,Edwards-Mendoza,Human woman once happy join.,86.06958633970386,carry,syslog,
2024-01-02 00:26:38.559855985,55.55.79.103,142.80.37.168,leonard.com,MX,NXDOMAIN,32223,64586,399,0,"Navarro, Morgan and Mcclure",Network sign most example security issue.,44.661056434485026,age,splunk,
2024-01-02 00:48:31.971197119,88.17.156.31,121.213.42.206,reyes.com,A,NXDOMAIN,26820,56531,431,0,"Simon, Obrien and Santos",Test and specific science end east hear.,21.089895195944152,medical,datadog,
2024-01-02 01:10:25.382538253,21.102.73.32,75.136.8.21,elliott-robbins.org,MX,NXDOMAIN,7003,27022,425,0,Hampton Ltd,Personal perform or.,26.49391439451244,sing,datadog,soon
2024-01-02 01:32:18.793879387,103.136.185.248,159.145.148.38,mata.com,A,NOERROR,81170,23658,490,0,"Frank, White and Peterson",Threat west body smile.,13.810000057188187,it,datadog,
2024-01-02 01:54:12.205220522,103.95.80.86,159.36.57.153,durham.com,A,SERVFAIL,9393,27231,86,0,"Espinoza, Brown and King",Visit once prove second trouble explain west wind.,99.29817852575167,never,datadog,
2024-01-02 02:16:05.616561656,56.126.114.251,214.24.95.111,davis.com,TXT,SERVFAIL,68787,29146,120,0,Walker Inc,International worker although.,88.731473374853,author,syslog,
2024-01-02 02:37:59.027902790,177.9.6.192,205.75.106.10,robinson-sandoval.com,MX,NXDOMAIN,82339,32373,811,0,"Robinson, Hunt and Harris",With capital food method seem new field democratic.,77.91537899324982,positive,datadog,
2024-01-02 02:59:52.439243924,132.70.34.13,95.43.107.116,meyer.biz,AAAA,NXDOMAIN,35246,45266,604,0,Murray-Grant,Garden talk kid this stay money eight TV.,3.0785684797686286,despite,datadog,
2024-01-02 03:21:45.850585058,145.224.55.246,87.151.188.207,brown.org,AAAA,SERVFAIL,17718,40921,199,0,"Barber, Stein and Davis",Specific sound agent hour blue some network.,33.044646897427846,recently,syslog,
2024-01-02 03:43:39.261926192,44.90.167.232,70.55.129.196,jackson-miller.com,MX,NOERROR,7233,18448,78,0,Hall-Levy,Factor someone wait organization imagine morning how require.,0.07466844844450371,discover,datadog,see
2024-01-02 04:05:32.673267326,89.252.47.235,9.39.119.255,goodman.com,TXT,SERVFAIL,12411,63286,380,0,Kent and Sons,Radio plant follow according environment back.,57.403271523751286,more,splunk,own
2024-01-02 04:27:26.084608460,10.170.168.58,106.123.24.224,richards-williams.biz,TXT,SERVFAIL,84057,51846,474,0,"Watson, Lewis and Holmes",Crime himself anyone open site.,71.14022133646863,marriage,splunk,his
2024-01-02 04:49:19.495949594,220.106.37.19,125.200.156.157,johnson.info,CNAME,NXDOMAIN,12209,5446,388,0,Ferguson and Sons,Allow especially good girl.,34.88024306016132,remain,splunk,
2024-01-02 05:11:12.907290729,215.236.0.15,136.117.202.126,russell.com,CNAME,SERVFAIL,8477,9768,454,0,"Johnson, Mann and Patterson",Arrive whole lawyer her pick.,61.83268504472112,concern,syslog,child
2024-01-02 05:33:06.318631863,158.129.60.210,148.25.115.85,murphy-collins.org,TXT,SERVFAIL,75749,57045,86,0,"Massey, Fleming and Mcdaniel",Boy mind without phone public Mr fall should.,20.801445852348078,clear,splunk,
2024-01-02 05:54:59.729972997,187.103.112.105,185.3.151.187,hanson.com,MX,NOERROR,30225,21130,881,0,Johnson Ltd,Huge show experience recently speak perhaps piece.,64.53866513681422,money,splunk,
2024-01-02 06:16:53.141314131,173.24.134.205,49.187.195.130,walls-ramirez.com,MX,NXDOMAIN,22076,16808,195,0,Harris-Guerrero,Scientist happen go front.,87.89568742947237,statement,datadog,
2024-01-02 06:38:46.552655265,18.130.76.116,14.90.170.203,wilson.net,MX,NOERROR,39505,20305,305,0,"Walters, Parrish and Perez",Or kitchen real or relate mean.,36.505548155643034,heart,syslog,
2024-01-02 07:00:39.963996399,79.168.236.156,214.129.193.104,miranda-anderson.net,CNAME,NXDOMAIN,73348,32867,57,0,French-Hanson,Ok may him several develop few address argue.,24.69228360412594,mother,splunk,
2024-01-02 07:22:33.375337533,174.234.254.219,223.61.163.193,brown.net,A,NOERROR,41712,21712,649,0,Barton Ltd,Community media war structure.,54.61251284507913,game,syslog,
2024-01-02 07:44:26.786678667,89.255.77.31,52.221.251.220,patel.org,CNAME,NOERROR,84118,6899,282,0,"Turner, Howell and Brooks",Enjoy general rather including glass anything spend.,63.2491436590643,drop,datadog,
2024-01-02 08:06:20.198019801,40.111.216.9,96.20.125.134,thompson-watson.net,AAAA,NOERROR,28180,48882,185,0,Logan-Hill,Station high give decade might while.,15.41432583228537,suddenly,datadog,
2024-01-02 08:28:13.609360936,10.15.160.133,95.40.255.76,french.com,MX,NXDOMAIN,40542,18733,739,0,"Warner, Adams and Parks",Form improve arm kitchen party.,67.22034319900908,ability,datadog,
2024-01-02 08:50:07.020702070,207.205.17.126,135.196.242.168,martinez.info,AAAA,SERVFAIL,41156,53422,94,0,"Johnson, Cooper and Johnson",Body market recognize team fly dog radio.,9.435837601882602,scientist,datadog,pattern
2024-01-02 09:12:00.432043204,99.173.51.155,204.2.170.122,clayton-allen.org,TXT,SERVFAIL,25944,46981,586,0,"Swanson, Rodriguez and Ayers",Hold black unit operation every player history.,56.83368383126183,stand,syslog,
2024-01-02 09:33:53.843384338,128.170.62.108,147.129.10.234,curtis-riley.com,CNAME,NOERROR,34572,38667,600,0,"Garcia, Jarvis and Lucas",Expert likely fish stop center coach suddenly.,36.25821605360953,human,splunk,
2024-01-02 09:55:47.254725472,101.206.106.250,205.81.196.51,jones.com,CNAME,NXDOMAIN,37707,13635,551,0,Trevino-Powell,Instead after international force one later such.,22.07717295671986,continue,splunk,
2024-01-02 10:17:40.666066606,123.138.145.25,88.181.85.168,wilson.biz,TXT,NXDOMAIN,25912,11796,223,0,Peterson-Hays,Wait likely story read list.,34.9087993365083,may,datadog,
2024-01-02 10:39:34.077407740,194.5.31.123,184.174.7.198,armstrong-harris.info,CNAME,NXDOMAIN,33463,47846,728,0,George-Clark,Professional sit personal position who behind up.,21.335257102722416,former,datadog,
2024-01-02 11:01:27.488748874,54.151.128.8,159.130.15.94,jones.org,TXT,SERVFAIL,77190,63379,916,0,Mccann-Holland,Ability how down off model various.,57.748303332433714,suffer,datadog,
2024-01-02 11:23:20.900090009,121.249.65.36,78.253.137.44,sutton.com,MX,NXDOMAIN,85345,23982,499,0,"Huynh, Wright and Williams",Man rich realize.,65.85746622021503,suggest,datadog,
2024-01-02 11:45:14.311431143,26.152.243.180,195.50.220.229,benson.com,A,SERVFAIL,38895,4253,87,0,Holder PLC,Realize best compare structure social open give.,10.305939975607037,offer,syslog,
2024-01-02 12:07:07.722772277,81.219.216.73,62.49.143.127,miller-nguyen.com,TXT,SERVFAIL,52412,33536,189,0,Garcia and Sons,Relationship up people future.,38.957076289659845,get,datadog,
2024-01-02 12:29:01.134113411,143.196.218.102,54.236.134.50,johnson-turner.com,AAAA,NOERROR,20139,37616,76,0,"Sims, Williams and Proctor",Exactly offer gun.,53.40483147324143,exactly,datadog,
2024-01-02 12:50:54.545454545,121.243.255.158,116.45.248.91,johnson.com,A,NXDOMAIN,45762,12780,47,0,Scott LLC,Personal notice place establish major.,68.27188382703507,actually,datadog,tend
2024-01-02 13:12:47.956795679,38.80.136.43,103.143.53.132,carter-brooks.net,MX,NXDOMAIN,19879,30913,474,0,Johnston-Henderson,Question authority fill.,85.31815221234226,arrive,datadog,card
2024-01-02 13:34:41.368136813,75.95.205.131,47.208.84.252,schroeder.com,AAAA,NOERROR,44861,58001,207,0,Norton LLC,Blue significant walk bill guess draw all.,4.89785193934379,still,datadog,key
2024-01-02 13:56:34.779477947,91.68.186.27,117.146.68.228,jackson.net,AAAA,NOERROR,51378,27398,887,0,"Russo, Reynolds and Lee",Ground toward above many.,16.743623656066486,trade,datadog,
2024-01-02 14:18:28.190819081,178.16.149.86,189.119.235.154,stanley.com,TXT,SERVFAIL,86303,56075,951,1,Ibarra and Sons,Never line seem ahead improve culture number.,33.26761948796467,determine,splunk,
2024-01-02 14:40:21.602160216,11.72.158.213,68.180.226.107,king.com,A,SERVFAIL,12580,15621,488,0,"Hammond, Carroll and Rodriguez",Drug friend none her thus turn young campaign.,42.02576866218977,energy,datadog,
2024-01-02 15:02:15.013501350,84.187.7.65,129.12.22.254,wood.com,A,NOERROR,67610,39553,216,0,"Skinner, Simmons and Thompson",Common tough source day.,34.56004501649604,close,syslog,
2024-01-02 15:24:08.424842484,117.238.213.64,208.188.171.184,gonzalez.info,TXT,NXDOMAIN,41331,63631,531,0,Collins LLC,While may full national himself public.,98.6693907580077,clear,splunk,
2024-01-02 15:46:01.836183618,88.161.109.168,201.71.119.101,contreras.com,TXT,NXDOMAIN,21732,40178,877,0,"Meyers, Davis and Gardner",Evidence receive Congress agency.,23.425505440719018,movie,splunk,
2024-01-02 16:07:55.247524752,58.84.118.244,18.124.90.46,gilbert.com,TXT,NXDOMAIN,36941,3540,350,0,Smith-Smith,Operation fine probably hard.,61.42875774253251,hard,splunk,
2024-01-02 16:29:48.658865886,24.110.84.93,195.82.177.198,lee-lester.com,MX,NXDOMAIN,50640,7607,552,0,"Jones, Wright and Scott",Than person offer change improve particular.,63.54810882866414,near,syslog,
2024-01-02 16:51:42.070207020,14.197.56.21,96.4.243.109,davis.com,A,SERVFAIL,7860,37616,507,0,"Gomez, Irwin and Jenkins",Because growth impact if.,92.93986224429418,put,datadog,
2024-01-02 17:13:35.481548154,203.91.95.154,70.162.18.211,mcdonald.info,CNAME,NXDOMAIN,74814,25081,582,0,"Irwin, Kirby and Salazar",Participant build meet begin security.,83.52210446961226,there,syslog,
2024-01-02 17:35:28.892889288,42.180.79.79,61.41.225.183,miller.net,A,NXDOMAIN,81645,17045,616,0,Washington Inc,Attack traditional all late win within.,5.014733978889685,field,syslog,
2024-01-02 17:57:22.304230423,61.193.88.29,104.122.191.84,sanchez.org,A,NOERROR,52590,54565,190,0,"Taylor, Wilson and Morris",Know woman assume indeed.,85.24971424789382,scene,datadog,
2024-01-02 18:19:15.715571557,52.75.29.184,61.49.68.176,moody.org,CNAME,NXDOMAIN,30520,64678,146,0,Briggs-Poole,Black bag nice personal sell.,13.09738441332009,present,splunk,
2024-01-02 18:41:09.126912691,62.93.234.231,84.150.160.59,patterson.biz,MX,SERVFAIL,47304,12294,707,0,"Dixon, Wagner and Jones",Couple watch keep.,60.2378581955649,nor,syslog,
2024-01-02 19:03:02.538253825,36.112.185.176,137.153.234.9,lee.biz,AAAA,SERVFAIL,683,42628,540,0,"Rose, Escobar and Hernandez",Listen cost strong personal now such.,8.352554503413078,be,datadog,loss
2024-01-02 19:24:55.949594959,88.169.54.173,212.72.69.16,jimenez-hodges.com,A,SERVFAIL,26432,27997,208,0,Crawford Group,Really run employee themselves majority population.,14.852406619750102,senior,splunk,
2024-01-02 19:46:49.360936093,111.192.149.231,91.132.18.132,bell-booth.info,A,NOERROR,33769,19222,744,0,"Lopez, Ramos and Banks",Leader century son fly hold Congress.,79.35155171301373,job,splunk,
2024-01-02 20:08:42.772277227,168.47.125.247,9.214.6.138,lester.com,MX,NXDOMAIN,53012,49985,564,0,"Hayes, Watkins and Norton",Car identify start.,14.131628845988487,there,syslog,
2024-01-02 20:30:36.183618361,117.182.125.127,67.77.16.45,turner-olsen.com,A,NOERROR,9587,48188,697,0,Bonilla-Carson,Off fill buy from control police last.,65.47063749734467,hand,datadog,
2024-01-02 20:52:29.594959495,55.222.247.236,36.98.229.60,walker-parker.info,TXT,NOERROR,55084,5434,732,0,Le-Santos,Church for card view help risk pay.,79.34431762072845,surface,syslog,
2024-01-02 21:14:23.006300630,115.238.90.142,152.98.91.160,edwards.com,A,SERVFAIL,79981,3693,485,0,Davis Group,Different whole single though information enter.,95.86791582954612,maybe,syslog,board
2024-01-02 21:36:16.417641764,147.147.74.210,205.247.210.80,rivera.com,AAAA,NOERROR,75601,11302,308,0,"Thompson, Blackburn and Lewis",Compare station garden four chance.,77.78626918670146,check,splunk,
2024-01-02 21:58:09.828982898,123.8.35.27,27.31.84.30,merritt.com,MX,NXDOMAIN,81607,51125,318,0,Contreras-Jones,Issue customer art name start.,58.8742917456166,culture,datadog,
2024-01-02 22:20:03.240324032,222.113.18.212,117.208.222.34,nelson.com,A,SERVFAIL,9308,9557,507,0,"Porter, Davis and Evans",Success then firm along popular.,99.72254021875416,room,splunk,
2024-01-02 22:41:56.651665166,80.57.177.193,135.189.50.48,pena.com,A,NXDOMAIN,29494,3538,204,0,Schneider-Green,Doctor participant enter after popular near issue individual.,65.73837807545706,billion,datadog,
2024-01-02 23:03:50.063006300,57.204.74.201,132.126.19.113,flores.com,CNAME,NOERROR,85719,57395,557,0,"Peters, Brewer and Mejia",Clearly trial arm hit even.,35.49664610258469,go,syslog,
2024-01-02 23:25:43.474347434,31.207.178.84,30.125.42.79,garner.com,MX,NOERROR,74812,63622,922,0,Johnson LLC,Main bill certain ready theory fine.,39.22769438829625,concern,splunk,
2024-01-02 23:47:36.885688568,24.114.125.185,44.171.236.174,duncan.net,AAAA,NXDOMAIN,66901,56228,897,0,Evans-Estrada,Local idea blood single physical heart model challenge.,13.898586918259337,wrong,syslog,
2024-01-03 00:09:30.297029703,20.141.110.216,162.213.129.166,martinez.com,A,NXDOMAIN,56834,32024,119,0,Lewis Inc,Sport budget city common both ago attorney Republican.,10.356317365377043,marriage,syslog,number
2024-01-03 00:31:23.708370837,187.121.151.148,78.84.85.96,lyons.biz,MX,NOERROR,49802,48583,834,0,Lynch-Sanders,Fall small strategy environmental run argue.,96.7387953308858,majority,datadog,
2024-01-03 00:53:17.119711971,212.227.140.240,160.229.235.66,martinez.net,MX,NXDOMAIN,29573,47609,510,0,Webb-King,Action read boy learn quality century start official.,89.11012777751964,account,splunk,
2024-01-03 01:15:10.531053105,102.19.213.2,191.197.173.201,levy.com,TXT,SERVFAIL,63521,15490,722,0,"Jimenez, Davis and Barron",Alone single light candidate.,82.6043779965509,project,datadog,
